,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
175,176,Female,56,Returning,Personal,Economy Plus,227 miles,0 minutes,17.0 minutes,3,2,1,3,1,4,5,2,4,4,4,2,4,4,Neutral or Dissatisfied
176,177,Female,10,Returning,Personal,ECONOMY PLUS,227 miles,39 minutes,56.0 minutes,4,1,3,1,2,4,1,4,1,1,5,1,1,4,Neutral or Dissatisfied
177,178,Male,28,returning,Personal,Economy Plus,227 miles,0 minutes,0.0 minutes,1,2,3,2,4,3,4,3,4,4,4,2,4,4,Neutral or Dissatisfied
178,179,Female,36,returning,Business,Business,213 miles,0 minutes,0.0 minutes,4,0,5,4,3,1,4,1,5,3,1,0,1,1,Satisfied
179,180,Male,56,Returning,business,Business,2975 miles,0 minutes,13.0 minutes,5,0,3,5,2,5,5,5,5,5,5,0,5,5,Satisfied
180,181,Female,56,Returning,business,Business,213 miles,0 minutes,0.0 minutes,4,4,3,5,4,5,4,5,3,3,5,4,5,5,Satisfied
181,182,male,44,returning,Business, Business ,2569 miles,0 minutes,0.0 minutes,4,4,3,4,4,4,4,4,3,2,4,4,4,5,Satisfied
182,183,Male,26,First-time,Business,Business,213 miles,0 minutes,0.0 minutes,0,3,4,3,3,5,2,5,2,2,5,3,2,4,Neutral or Dissatisfied
183,184,Male,44,Returning,Business,Business,2497 miles,0 minutes,0.0 minutes,4,0,3,5,2,1,4,1,5,4,1,0,1,1,Satisfied
184,185,Male,49,returning,business, Business ,213 miles,19 minutes,29.0 minutes,1,1,1,3,1,3,3,2,1,4,3,2,3,2,Neutral or Dissatisfied
185,186,Male,42,Returning,Business,Business,3880 miles,0 minutes,0.0 minutes,1,1,3,4,1,3,4,4,3,3,3,1,3,5,Satisfied
186,187,male,36, First-time ,business, Business ,213 miles,0 minutes,0.0 minutes,3,3,5,3,3,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied
187,188,Male,20,First-time,business, Business ,213 miles,0 minutes,0.0 minutes,2,4,5,4,1,4,5,4,5,5,5,4,5,5,Satisfied
188,189,Female,42,Returning,business, Business ,2888 miles,0 minutes,0.0 minutes,0,0,5,4,2,3,5,3,4,5,3,0,3,3,Satisfied
189,190,Male,44,returning,Business,Business,290 miles,0 minutes,0.0 minutes,2,2,4,4,2,5,4,5,3,4,5,2,5,5,Satisfied
190,191,Male,35,First-time,Business,Business,213 miles,41 minutes,29.0 minutes,2,2,4,2,4,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
191,192,male,52,Returning,business, Business ,2129 miles,95 minutes,85.0 minutes,2,3,2,4,2,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied
192,193,Female,50,Returning,Business,Business,213 miles,0 minutes,0.0 minutes,1,1,4,4,1,5,4,5,3,5,5,1,5,5,Satisfied
193,194,FEMALE,46,returning,business,Business,3556 miles,128 minutes,117.0 minutes,2,2,3,4,2,5,4,5,3,3,5,2,5,5,Satisfied
194,195,male,36,Returning,Business,Business,3098 miles,0 minutes,0.0 minutes,4,0,5,4,1,2,5,2,4,5,2,0,2,2,Satisfied
195,196,Male,23,First-time,Business,Economy,213 miles,21 minutes,31.0 minutes,5,5,3,5,4,3,1,5,1,1,4,5,1,4,Satisfied
196,197,Male,56,returning,business,Business,2136 miles,0 minutes,0.0 minutes,2,4,5,4,4,5,5,5,3,5,5,4,5,5,Satisfied
197,198,Male,57, First-time ,Business,Business,213 miles,0 minutes,0.0 minutes,4,4,4,4,5,5,3,3,3,3,5,4,3,4,Satisfied
198,199,FEMALE,60,returning,business,Business,3756 miles,36 minutes,24.0 minutes,4,4,5,4,4,4,5,4,5,2,4,4,4,4,Satisfied
199,200,Female,43,Returning,business, Business ,3175 miles,54 minutes,55.0 minutes,3,3,3,3,3,1,4,1,1,5,1,1,1,1,Neutral or Dissatisfied
200,201,Female,43,Returning,Business,Business,213 miles,65 minutes,85.0 minutes,5,5,2,4,5,2,3,2,3,5,2,1,2,1,Neutral or Dissatisfied
201,202,Male,38, First-time ,Business, Business ,213 miles,17 minutes,4.0 minutes,3,3,4,3,3,5,5,4,5,5,4,3,5,5,Neutral or Dissatisfied
202,203,Female,27,First-time,business,Business,290 miles,0 minutes,0.0 minutes,3,3,4,3,4,4,5,5,5,5,4,3,5,3,Neutral or Dissatisfied
203,204,Female,71,Returning,Business,Business,2376 miles,9 minutes,8.0 minutes,3,3,1,3,3,4,3,4,1,2,4,2,4,2,Neutral or Dissatisfied
204,205,male,59,Returning,business,Business,1828 miles,21 minutes,19.0 minutes,5,5,3,3,5,4,3,3,2,5,4,4,4,4,Neutral or Dissatisfied
205,206,Male,53,Returning,business,Business,3728 miles,0 minutes,0.0 minutes,4,4,2,4,4,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied
206,207,FEMALE,40,returning,Business,Business,213 miles,0 minutes,0.0 minutes,5,0,3,4,5,4,5,1,3,5,4,0,4,1,Satisfied
207,208,Female,49,First-time,Business, Business ,213 miles,20 minutes,21.0 minutes,2,2,3,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
208,209,Female,69,returning,business, Business ,290 miles,0 minutes,0.0 minutes,2,3,5,4,2,4,2,4,5,1,4,2,4,4,Satisfied
209,210,Female,27,First-time,business,Economy,213 miles,6 minutes,4.0 minutes,2,4,4,4,1,2,2,1,2,2,1,4,2,1,Neutral or Dissatisfied
210,211,Male,22, First-time ,business,Economy,213 miles,1 minutes,4.0 minutes,0,5,1,5,1,4,3,4,3,3,3,5,3,5,Satisfied
211,212,FEMALE,30,returning,business,Business,213 miles,25 minutes,13.0 minutes,5,5,1,4,5,1,2,2,5,5,4,2,5,3,Neutral or Dissatisfied
212,213,Male,16,Returning,business,Business,213 miles,0 minutes,0.0 minutes,5,3,1,2,5,1,3,5,2,2,3,3,2,4,Neutral or Dissatisfied
213,214,Male,38, First-time ,Business,Business,213 miles,0 minutes,0.0 minutes,2,2,1,2,3,1,5,3,3,3,4,2,3,3,Neutral or Dissatisfied
214,215,Male,34,returning,PERSONAL,Economy,213 miles,0 minutes,0.0 minutes,4,3,3,3,3,1,4,3,4,4,4,3,4,3,Neutral or Dissatisfied
215,216,Female,35,Returning,Personal,Economy,213 miles,0 minutes,2.0 minutes,3,0,3,0,4,4,3,3,3,3,4,0,3,4,Satisfied
216,217,Male,48,Returning,Personal,Economy,290 miles,0 minutes,0.0 minutes,5,2,4,2,1,4,5,3,5,5,4,2,5,4,Neutral or Dissatisfied
217,218,male,17,returning,Personal,ECONOMY,213 miles,0 minutes,3.0 minutes,4,4,4,4,3,3,2,3,3,3,4,4,3,2,Neutral or Dissatisfied
218,219,Male,31,returning,PERSONAL,Economy,290 miles,0 minutes,0.0 minutes,5,5,4,5,3,4,2,5,2,2,4,4,2,4,Neutral or Dissatisfied
219,220,Male,31,Returning,PERSONAL,ECONOMY,290 miles,25 minutes,42.0 minutes,4,3,5,3,3,1,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
220,221,Female,36,returning,PERSONAL,Economy,213 miles,0 minutes,0.0 minutes,0,2,5,2,2,4,3,2,3,3,5,2,3,5,Neutral or Dissatisfied
221,222,FEMALE,44,Returning,Personal,Economy,213 miles,0 minutes,5.0 minutes,5,4,4,4,1,1,1,4,1,1,1,4,1,1,Neutral or Dissatisfied
222,223,Female,16,returning,Personal,Economy,213 miles,192 minutes,293.0 minutes,5,1,5,5,1,5,5,4,5,1,3,1,4,4,Neutral or Dissatisfied
223,224,Male,35,returning,Personal,ECONOMY,290 miles,0 minutes,24.0 minutes,4,3,4,3,1,4,2,3,2,2,5,3,2,4,Neutral or Dissatisfied
224,225,male,29,Returning,PERSONAL,Economy,290 miles,0 minutes,0.0 minutes,5,4,3,4,2,4,3,3,3,3,2,4,3,4,Neutral or Dissatisfied
225,226,male,66,Returning,Personal,Economy,290 miles,0 minutes,0.0 minutes,5,3,5,3,4,4,2,3,2,2,4,3,2,4,Neutral or Dissatisfied
226,227,Female,56,returning,Personal,Economy,213 miles,20 minutes,8.0 minutes,0,0,3,4,3,5,5,0,5,4,5,3,5,5,Neutral or Dissatisfied
227,228,FEMALE,17,Returning,Personal,Economy,213 miles,0 minutes,0.0 minutes,4,3,3,3,4,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
228,229,FEMALE,33,Returning,Business,Business,213 miles,0 minutes,0.0 minutes,5,5,5,5,5,5,5,5,3,4,5,5,5,4,Satisfied
229,230,Female,44,First-time,Business,Business,213 miles,6 minutes,40.0 minutes,2,2,5,2,5,3,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
230,231,Female,47,Returning,Business,Business,1957 miles,14 minutes,10.0 minutes,1,1,3,5,1,4,4,4,3,5,4,1,4,5,Satisfied
231,232,Female,57,returning,Business, Business ,213 miles,0 minutes,0.0 minutes,4,4,5,5,4,5,4,5,5,4,5,4,5,5,Satisfied
232,233,FEMALE,38,First-time,business,Business,213 miles,0 minutes,0.0 minutes,4,4,1,4,4,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied
233,234,Male,47,returning,Business,Economy Plus,213 miles,0 minutes,0.0 minutes,4,4,4,3,4,1,3,4,3,3,3,3,3,5,Satisfied
234,235,Female,16,Returning,Personal,ECONOMY PLUS,213 miles,0 minutes,0.0 minutes,2,5,4,5,3,5,2,4,2,2,5,5,2,4,Satisfied
235,236,Male,35,returning,business,Business,3242 miles,0 minutes,4.0 minutes,4,4,1,2,4,2,2,2,4,1,2,2,2,2,Neutral or Dissatisfied
236,237,male,7,Returning,Personal,Business,719 miles,0 minutes,2.0 minutes,5,3,3,3,2,3,2,4,2,2,5,3,2,5,Neutral or Dissatisfied
237,238,Female,39,Returning,business, Business ,719 miles,82 minutes,89.0 minutes,2,3,3,5,2,5,5,5,3,3,5,2,5,5,Satisfied
238,239,Male,44,Returning,Business, Business ,719 miles,2 minutes,11.0 minutes,3,3,5,5,3,4,5,4,3,3,4,3,4,4,Satisfied
239,240,FEMALE,49,Returning,Business,Business,3477 miles,7 minutes,26.0 minutes,5,5,3,5,5,5,5,5,5,2,5,5,5,5,Satisfied
240,241,Male,22,returning,business, Business ,2689 miles,10 minutes,27.0 minutes,2,2,4,5,2,4,5,3,5,5,5,2,5,5,Satisfied
241,242,male,38,First-time,Business, Business ,719 miles,0 minutes,0.0 minutes,4,4,4,4,5,5,1,5,1,1,4,4,1,4,Neutral or Dissatisfied
242,243,male,22, First-time ,Business,Economy,719 miles,14 minutes,25.0 minutes,1,1,1,1,3,4,1,3,1,1,4,1,1,3,Neutral or Dissatisfied
243,244,Male,30,First-time,Business,Business,719 miles,45 minutes,41.0 minutes,2,2,1,2,3,2,3,2,3,3,2,2,3,2,Neutral or Dissatisfied
244,245,FEMALE,29,Returning,Business, Business ,2903 miles,17 minutes,25.0 minutes,2,2,4,3,2,3,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
245,246,Male,50,Returning,business,Business,719 miles,116 minutes,140.0 minutes,2,2,3,3,2,2,3,4,3,3,4,3,3,3,Neutral or Dissatisfied
246,247,male,11,Returning,business,Business,719 miles,38 minutes,nan minutes,1,1,4,4,1,4,4,3,4,4,3,4,4,4,Neutral or Dissatisfied
247,248,Male,23,Returning,business, Business ,719 miles,35 minutes,42.0 minutes,4,4,2,3,4,2,3,2,3,3,3,3,3,4,Neutral or Dissatisfied
248,249,Male,20,First-time,Business,Economy,319 miles,0 minutes,0.0 minutes,0,2,2,2,2,1,5,5,5,5,3,2,5,5,Neutral or Dissatisfied
249,250,Female,70,returning,Personal,Economy,719 miles,0 minutes,0.0 minutes,4,3,5,5,4,1,4,3,5,5,1,3,1,1,Neutral or Dissatisfied
250,251,Male,66,First-time,Personal,ECONOMY,719 miles,193 minutes,205.0 minutes,2,3,2,2,2,3,2,2,2,3,1,3,3,3,Neutral or Dissatisfied
251,252,Female,50,Returning,PERSONAL,Economy Plus,719 miles,20 minutes,22.0 minutes,1,2,4,4,4,2,3,2,2,3,2,1,2,2,Neutral or Dissatisfied
252,253,Male,39,Returning,PERSONAL,Economy Plus,719 miles,51 minutes,79.0 minutes,5,2,3,2,2,4,2,5,2,2,5,2,2,4,Neutral or Dissatisfied
253,254,Male,18,Returning,Personal,Economy Plus,719 miles,80 minutes,76.0 minutes,4,1,3,1,2,5,1,5,2,2,4,1,2,5,Neutral or Dissatisfied
254,255,Male,26,returning,Business,Business,3800 miles,158 minutes,213.0 minutes,4,4,3,3,4,5,3,5,3,3,4,4,3,5,Satisfied
255,256,male,22, First-time ,Business,Business,612 miles,92 minutes,99.0 minutes,4,5,3,5,1,5,2,3,2,2,5,5,2,5,Satisfied
256,257,Male,58,returning,Business, Business ,612 miles,1 minutes,0.0 minutes,2,2,3,4,2,5,4,5,5,3,5,2,5,5,Satisfied
257,258,male,48,Returning,business, Business ,1708 miles,4 minutes,0.0 minutes,4,4,3,4,4,4,5,4,5,4,4,4,4,4,Satisfied
258,259,FEMALE,55,returning,Business,Business,612 miles,14 minutes,19.0 minutes,3,3,3,4,3,4,3,4,2,5,4,4,4,4,Neutral or Dissatisfied
259,260,Male,62,returning,Business,Business,612 miles,29 minutes,22.0 minutes,5,5,2,4,5,2,3,2,2,2,2,2,2,2,Neutral or Dissatisfied
260,261,Female,61,Returning,Personal,Economy,612 miles,6 minutes,6.0 minutes,4,3,3,1,4,2,2,3,4,1,2,2,2,2,Neutral or Dissatisfied
261,262,Male,63,Returning,Personal,Business,802 miles,0 minutes,6.0 minutes,4,2,5,4,1,4,4,2,4,2,4,2,4,5,Neutral or Dissatisfied
262,263,Male,43,Returning,Personal,Business,802 miles,0 minutes,0.0 minutes,2,1,3,3,3,2,3,1,1,2,2,1,2,2,Neutral or Dissatisfied
263,264,Female,43,Returning,business, Business ,3967 miles,1 minutes,0.0 minutes,5,5,3,4,5,5,4,5,3,3,5,5,5,5,Satisfied
264,265,Female,49,Returning,Business, Business ,825 miles,0 minutes,0.0 minutes,3,4,4,4,3,4,5,4,4,5,4,3,4,4,Satisfied
265,266,Male,44,returning,business, Business ,2770 miles,0 minutes,0.0 minutes,2,3,3,5,2,3,4,4,3,4,3,2,3,3,Satisfied
266,267,Female,40,Returning,Business,Business,2026 miles,0 minutes,0.0 minutes,1,1,3,4,1,4,5,5,3,3,4,1,4,4,Satisfied
267,268,Male,20,First-time,Business,Economy,802 miles,35 minutes,18.0 minutes,3,3,2,3,4,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied
268,269,Female,55,Returning,Business, Business ,802 miles,165 minutes,167.0 minutes,5,5,4,4,5,5,4,5,4,5,4,5,5,5,Satisfied
269,270,Female,59,Returning,business, Business ,802 miles,0 minutes,14.0 minutes,2,2,5,5,2,4,5,4,4,2,4,2,4,4,Satisfied
270,271,male,35,First-time,business,Business,802 miles,0 minutes,2.0 minutes,1,1,3,1,3,4,4,2,4,4,4,2,4,3,Neutral or Dissatisfied
271,272,male,43,returning,Business,Business,802 miles,0 minutes,0.0 minutes,1,1,3,2,1,3,2,2,3,2,3,3,3,3,Neutral or Dissatisfied
272,273,Male,53,Returning,business, Business ,3357 miles,0 minutes,0.0 minutes,2,2,3,3,2,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied
273,274,FEMALE,27,First-time,business,Business,802 miles,0 minutes,0.0 minutes,3,3,3,3,4,3,1,3,1,1,3,4,1,3,Neutral or Dissatisfied
274,275,Female,29,returning,Business, Business ,3044 miles,0 minutes,0.0 minutes,5,3,3,5,3,3,4,4,4,4,4,3,4,5,Satisfied
275,276,Female,43,First-time,Business,Economy,402 miles,0 minutes,0.0 minutes,0,3,5,3,1,4,2,1,2,2,2,2,2,4,Neutral or Dissatisfied
276,277,Male,40,Returning,Business,Business,402 miles,0 minutes,0.0 minutes,3,3,2,3,3,5,3,5,5,5,5,3,5,5,Satisfied
277,278,Female,16,Returning,Personal,Economy,802 miles,0 minutes,0.0 minutes,5,1,4,1,4,3,4,2,4,4,1,2,4,3,Neutral or Dissatisfied
278,279,Female,23,returning,Personal,Economy,825 miles,0 minutes,0.0 minutes,3,3,3,3,4,4,1,1,1,1,4,3,1,4,Neutral or Dissatisfied
279,280,Male,44,returning,Personal,Economy,825 miles,0 minutes,0.0 minutes,5,4,4,4,3,4,3,5,3,3,4,4,3,5,Satisfied
280,281,Male,51,Returning,Personal,Economy,825 miles,0 minutes,0.0 minutes,4,3,4,3,1,3,5,3,5,5,5,3,5,5,Neutral or Dissatisfied
281,282,Male,25,Returning,Personal,ECONOMY,825 miles,0 minutes,0.0 minutes,5,4,5,4,4,3,4,3,4,4,5,4,4,5,Satisfied
282,283,Male,40,First-time,business, Business ,802 miles,11 minutes,4.0 minutes,4,4,4,4,1,3,2,2,2,2,5,4,2,4,Satisfied
283,284,Female,17,First-time,Business,Economy,802 miles,0 minutes,0.0 minutes,4,4,4,4,5,4,4,5,4,4,5,4,4,5,Satisfied
284,285,Female,45,Returning,business, Business ,825 miles,2 minutes,0.0 minutes,1,5,1,4,5,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied
285,286,Female,41,Returning,Business,Business,802 miles,0 minutes,0.0 minutes,4,3,4,4,3,5,5,4,4,2,5,3,5,5,Satisfied
286,287,male,55,returning,business,Business,3433 miles,0 minutes,0.0 minutes,5,5,4,4,5,5,5,4,4,5,5,5,5,5,Satisfied
287,288,FEMALE,42,Returning,Personal,ECONOMY PLUS,802 miles,74 minutes,74.0 minutes,3,2,4,5,1,5,1,2,4,3,5,3,5,5,Neutral or Dissatisfied
288,289,Male,51,Returning,PERSONAL,Economy Plus,825 miles,0 minutes,0.0 minutes,5,3,5,3,5,3,4,3,4,4,5,2,4,4,Neutral or Dissatisfied
289,290,Male,39,First-time,Business,Business,1250 miles,0 minutes,0.0 minutes,1,1,4,1,2,4,1,5,1,1,4,1,1,4,Neutral or Dissatisfied
290,291,Male,54,Returning,business,Business,2718 miles,0 minutes,0.0 minutes,1,3,5,4,1,4,5,4,5,3,4,1,4,4,Satisfied
291,292,FEMALE,21,First-time,Business,Economy,1250 miles,14 minutes,0.0 minutes,3,3,3,3,3,5,1,2,1,1,5,4,1,4,Satisfied
292,293,male,52,Returning,Business,Business,1517 miles,43 minutes,17.0 minutes,4,4,1,3,4,2,3,1,2,5,2,2,2,2,Neutral or Dissatisfied
293,294,male,17,Returning,PERSONAL,ECONOMY,1250 miles,11 minutes,12.0 minutes,2,3,3,3,3,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied
294,295,Female,54,Returning,Personal,Economy,1250 miles,123 minutes,120.0 minutes,1,4,3,2,2,4,2,4,3,3,4,4,4,4,Neutral or Dissatisfied
295,296,Female,47,Returning,Business,Business,2262 miles,0 minutes,8.0 minutes,4,4,2,4,4,3,3,3,3,5,3,3,3,3,Neutral or Dissatisfied
296,297,Female,55,returning,Business,Business,590 miles,62 minutes,67.0 minutes,1,1,3,5,1,4,4,4,5,3,4,1,4,4,Satisfied
297,298,Male,52, First-time ,business,Business,590 miles,5 minutes,0.0 minutes,3,3,3,3,5,4,5,3,5,5,4,3,5,4,Neutral or Dissatisfied
298,299,male,41,Returning,business,Business,590 miles,45 minutes,50.0 minutes,2,2,5,5,2,5,4,5,3,3,5,2,5,5,Satisfied
299,300,Female,24, First-time ,Business, Business ,590 miles,0 minutes,0.0 minutes,1,4,4,4,4,3,3,2,3,3,5,4,3,4,Satisfied
300,301,male,40,Returning,Business,Business,821 miles,18 minutes,19.0 minutes,2,2,5,5,2,3,4,2,4,5,3,2,3,3,Satisfied
301,302,Male,52,returning,Business, Business ,821 miles,18 minutes,18.0 minutes,5,4,3,5,5,5,5,5,4,5,5,5,5,5,Satisfied
302,303,male,51,returning,Business,Business,3183 miles,13 minutes,11.0 minutes,2,2,5,5,2,5,5,5,5,3,5,2,5,5,Satisfied
303,304,Female,43,Returning,business,Business,1895 miles,0 minutes,0.0 minutes,2,2,4,3,2,1,4,1,2,1,1,1,1,1,Neutral or Dissatisfied
304,305,Male,56,Returning,Business,Business,2204 miles,55 minutes,49.0 minutes,1,1,5,4,1,4,5,4,4,4,4,1,4,4,Satisfied
305,306,Male,26, First-time ,Business, Business ,821 miles,0 minutes,0.0 minutes,5,5,4,4,3,3,3,4,3,3,5,5,3,5,Satisfied
306,307,FEMALE,31,Returning,Business, Business ,2146 miles,0 minutes,15.0 minutes,5,5,3,4,5,5,5,5,5,5,4,5,5,4,Satisfied
307,308,FEMALE,56,Returning,Business,Business,853 miles,0 minutes,0.0 minutes,3,1,4,5,3,4,5,4,3,4,4,3,4,4,Satisfied
308,309,male,53,Returning,Business,Business,853 miles,0 minutes,0.0 minutes,2,2,5,4,2,4,5,4,4,4,4,2,4,4,Satisfied
309,310,Female,60,Returning,Business, Business ,2180 miles,0 minutes,12.0 minutes,1,1,5,4,1,3,4,3,4,5,3,1,3,3,Satisfied
310,311,Male,26, First-time ,Business,Business,821 miles,10 minutes,5.0 minutes,2,2,5,2,3,4,4,5,4,4,4,2,4,4,Neutral or Dissatisfied
311,312,Male,22,Returning,business, Business ,3206 miles,41 minutes,133.0 minutes,2,2,5,5,2,2,5,5,5,5,4,2,4,4,Satisfied
312,313,male,30,First-time,Business,Business,821 miles,25 minutes,36.0 minutes,4,4,4,4,1,5,4,4,3,3,4,4,3,5,Neutral or Dissatisfied
313,314,Female,59,Returning,Business,Business,2160 miles,0 minutes,9.0 minutes,2,2,3,4,2,4,4,4,5,2,4,2,4,4,Satisfied
314,315,Female,25,Returning,business,Business,3380 miles,2 minutes,3.0 minutes,1,1,4,5,1,3,5,4,5,5,5,1,5,5,Satisfied
315,316,FEMALE,44,Returning,Business, Business ,821 miles,0 minutes,0.0 minutes,1,1,3,4,1,5,4,5,3,2,5,1,5,5,Satisfied
316,317,FEMALE,25,First-time,Business,Business,821 miles,0 minutes,0.0 minutes,5,5,4,5,3,3,5,3,5,5,5,5,5,5,Satisfied
317,318,Female,29, First-time ,Business, Business ,853 miles,0 minutes,10.0 minutes,2,2,3,2,3,2,1,5,1,1,3,2,1,3,Neutral or Dissatisfied
318,319,FEMALE,60,returning,Business,Business,821 miles,2 minutes,0.0 minutes,1,3,1,3,1,2,4,2,3,1,2,2,2,2,Neutral or Dissatisfied
319,320,FEMALE,21,First-time,Business, Business ,853 miles,0 minutes,0.0 minutes,1,3,1,3,3,2,3,4,3,3,3,2,3,3,Neutral or Dissatisfied
320,321,male,42,Returning,Business, Business ,3109 miles,0 minutes,8.0 minutes,1,1,1,3,1,2,4,2,3,2,2,2,2,2,Neutral or Dissatisfied
321,322,Male,49,returning,Business,Business,821 miles,0 minutes,7.0 minutes,3,3,4,2,3,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied
322,323,Male,59,Returning,Business,Business,3674 miles,0 minutes,0.0 minutes,2,2,3,5,2,4,5,4,4,2,4,2,4,4,Satisfied
323,324,Male,21,First-time,Business,Business,821 miles,0 minutes,3.0 minutes,0,4,4,4,2,5,5,3,5,5,4,4,5,4,Satisfied
324,325,Female,25, First-time ,Business, Business ,821 miles,19 minutes,3.0 minutes,1,3,4,3,3,2,2,2,2,2,4,3,2,4,Neutral or Dissatisfied
325,326,Female,31,Returning,Business, Business ,3845 miles,0 minutes,0.0 minutes,1,1,4,5,1,5,5,4,5,5,4,1,5,4,Satisfied
326,327,Female,39,Returning,business,Business,821 miles,12 minutes,32.0 minutes,3,3,1,4,3,1,4,1,3,1,1,1,1,1,Neutral or Dissatisfied
327,328,Male,56,Returning,Business,Business,3344 miles,16 minutes,4.0 minutes,2,1,5,5,2,4,5,4,3,2,4,2,4,4,Satisfied
328,329,male,47,Returning,business,Business,3954 miles,9 minutes,0.0 minutes,3,3,2,3,3,1,3,1,3,1,1,1,1,1,Neutral or Dissatisfied
329,330,male,46,Returning,Business, Business ,3293 miles,0 minutes,5.0 minutes,4,4,1,4,4,2,3,2,3,2,2,2,2,2,Neutral or Dissatisfied
330,331,Male,51,returning,business, Business ,821 miles,0 minutes,9.0 minutes,3,4,4,3,4,3,3,3,2,4,3,3,3,3,Neutral or Dissatisfied
331,332,Male,44,Returning,Business,ECONOMY,453 miles,0 minutes,0.0 minutes,1,5,5,4,1,2,4,3,4,4,2,4,4,3,Satisfied
332,333,Female,37,First-time,Business,Economy,421 miles,5 minutes,15.0 minutes,3,5,1,5,3,5,2,2,2,2,3,5,2,1,Satisfied
333,334,male,26,First-time,Business,Economy,421 miles,0 minutes,0.0 minutes,5,3,1,3,2,4,1,4,1,1,4,3,1,1,Neutral or Dissatisfied
334,335,FEMALE,56,Returning,business,Business,421 miles,10 minutes,0.0 minutes,0,0,4,3,3,1,3,0,1,5,1,1,1,1,Neutral or Dissatisfied
335,336,Female,40,Returning,Business,Economy,421 miles,0 minutes,0.0 minutes,4,4,4,4,4,1,4,4,4,4,4,4,4,4,Neutral or Dissatisfied
336,337,male,37,Returning,Personal,Economy,821 miles,0 minutes,0.0 minutes,5,2,3,2,1,4,5,2,5,5,4,2,5,4,Neutral or Dissatisfied
337,338,Female,57,returning,PERSONAL,ECONOMY,853 miles,0 minutes,9.0 minutes,5,4,4,4,3,4,4,4,3,3,4,4,4,4,Neutral or Dissatisfied
338,339,FEMALE,22,returning,Personal,Economy,853 miles,0 minutes,0.0 minutes,2,3,4,3,2,2,2,4,2,2,3,2,2,2,Neutral or Dissatisfied
339,340,Male,16,returning,Personal,Economy,853 miles,0 minutes,0.0 minutes,5,3,5,3,1,5,2,3,2,2,5,3,2,4,Neutral or Dissatisfied
340,341,FEMALE,35,Returning,Personal,ECONOMY,821 miles,0 minutes,6.0 minutes,5,1,3,1,3,4,2,4,3,3,4,1,3,5,Neutral or Dissatisfied
341,342,Male,27,Returning,Personal,Economy,821 miles,0 minutes,12.0 minutes,4,2,5,2,2,3,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
342,343,Female,58,returning,PERSONAL,ECONOMY,821 miles,0 minutes,0.0 minutes,4,3,2,4,4,4,3,3,4,2,4,3,4,4,Neutral or Dissatisfied
343,344,male,8,Returning,PERSONAL,Economy,821 miles,18 minutes,13.0 minutes,1,2,4,2,4,2,1,5,1,1,4,2,1,4,Neutral or Dissatisfied
344,345,Male,9,Returning,Personal,Economy,853 miles,23 minutes,17.0 minutes,1,1,3,1,2,4,4,5,2,2,2,1,2,3,Neutral or Dissatisfied
345,346,male,68,Returning,Personal,Economy,853 miles,27 minutes,36.0 minutes,2,1,3,1,4,1,4,2,4,4,4,1,4,3,Neutral or Dissatisfied
346,347,Female,30,Returning,PERSONAL,Economy,821 miles,9 minutes,8.0 minutes,5,3,4,3,5,4,5,5,5,5,1,3,5,2,Neutral or Dissatisfied
347,348,Male,56,Returning,Personal,Economy,853 miles,0 minutes,0.0 minutes,4,3,3,3,1,3,1,4,1,1,4,3,1,5,Neutral or Dissatisfied
348,349,Female,33,Returning,PERSONAL,Economy,821 miles,0 minutes,0.0 minutes,3,4,3,4,4,4,4,5,4,4,3,3,4,3,Neutral or Dissatisfied
349,350,Female,25,Returning,Business,Business,853 miles,0 minutes,12.0 minutes,5,5,4,4,5,5,4,5,4,4,5,5,4,5,Satisfied
350,351,Male,57,Returning,Business,Business,821 miles,31 minutes,30.0 minutes,2,2,1,4,2,2,3,2,2,3,2,2,2,2,Neutral or Dissatisfied
351,352,FEMALE,7,Returning,Personal,Economy Plus,853 miles,0 minutes,0.0 minutes,5,1,4,1,2,3,5,2,5,5,4,2,5,5,Neutral or Dissatisfied
